id,job_title,company_name,location,salary,apply_link,skills,is_active,chunk_text
2156,Cyber Resilience & ICT Risk Engineering Senior Manager,PayPal,"Luxembourg City, Luxembourg, Luxembourg",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Luxembourg-City-Luxembourg-Luxembourg/Cyber-Reliability---Resilience-Manager_R0134854-1,,1,"Cyber Resilience & ICT Risk Engineering Senior Manager at PayPal in the financial technology industry. Required technical skills include expertise in security governance, risk management, and compliance, with a focus on the EU Digital Operational Resilience Act (DORA). A minimum of 5 years of experience in security risk management and governance is required. Key responsibilities involve independently addressing complex security risks, providing strategic direction on risk mitigation, and leading high-impact security governance initiatives. Preferred qualifications include a deep understanding of business trends and security challenges, as well as experience collaborating with cross-functional teams to align security initiatives with business objectives."
2157,"Sr Manager, Product Management",PayPal,"Chennai, Tamil Nadu, India",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Chennai-Tamil-Nadu-India/Sr-Manager--Product-Management_R0136746-1,,1,"Role title: Sr Manager, Product Management at PayPal in the fintech industry. Required technical skills include experience in product management, familiarity with agile methodologies, and proficiency in data analysis tools. A minimum of 5 years of experience in product management is required. Key responsibilities include leading product strategy and execution for new features, and collaborating with cross-functional teams to enhance user experience. Preferred qualifications include experience in the payments industry and knowledge of user experience design principles."
2158,"Manager, Product Growth",PayPal,"Milan, Milano, Italy",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Milan-Milano-Italy/Manager--Product-Growth_R0136444,,1,"Manager, Product Growth at PayPal in the fintech industry. Required technical skills include experience in strategic partnership development, market analysis, and financial performance improvement. A minimum of 5 years of experience in a commercial or product management role is required. Key responsibilities involve driving revenue growth and market expansion for the Buy Now Pay Later portfolio in Italy, leading negotiations with external partners, and shaping long-term commercial strategies based on market dynamics. Preferred qualifications include strong analytical skills and the ability to work cross-functionally with Product, Credit Risk, Marketing, and Compliance teams."
2159,Lead Product Manager – Risk Decisioning Platform,PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Lead-Product-Manager---Data-and-Data-Analytics_R0134124-1,,1,"Lead Product Manager – Risk Decisioning Platform at PayPal in the fintech industry. Required technical skills include experience with recommendation engines, real-time inference systems, and ML/AI infrastructure. A minimum of 5 years of experience in product management is required. Key responsibilities involve owning the strategy and execution for the Risk Decisioning Platform, collaborating with engineering, data science, and UX teams to build scalable solutions, and driving metrics for platform health and product success. Preferred qualifications include a strong technical foundation in scaled platforms and experience in fraud, credit, and compliance decision-making."
2160,"Sr. Manager, Tax Transfer Pricing Controversy",PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Sr-Manager--Tax_R0136599-1,,1,"Sr. Manager, Tax Transfer Pricing Controversy at PayPal in the financial technology industry. Requires 8+ years of relevant experience and a Bachelor's degree. Key responsibilities include managing tax activities across multiple jurisdictions, evaluating tax impacts of business initiatives, and overseeing audits and interactions with tax authorities. Preferred qualifications include experience in managing audits, examinations, and dispute resolution with tax authorities, as well as lifecycle management of APAs and MAPs, ensuring accurate documentation and coordination with global stakeholders. Technical skills in tax processes and systems enhancements are essential."
2161,"Sr Analyst, Financial Planning & Analysis",PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Sr-Analyst--Financial-Planning---Analysis_R0136629-1,,1,"Role title: Sr Analyst, Financial Planning & Analysis, Company: PayPal, Industry: Financial Services. Required technical skills: financial modeling, forecasting, budgeting, performance measurement, data analysis, and proficiency in analytics tools. Years of experience required: 3+ years. Key responsibilities include collaborating with business and finance teams on forecasting, budgeting, and financial modeling, as well as producing executive-level presentations and driving process improvements. Preferred qualifications include a Bachelor’s degree or equivalent experience."
2162,Sr Staff Software Engineer,PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Sr-Staff-Software-Engineer_R0136383-1,,1,"Sr Staff Software Engineer at PayPal in the fintech industry. Required technical skills include expertise in programming, system architecture, and technical decision-making across multiple teams. Candidates should have a minimum of 8 years of relevant experience. Key responsibilities involve making technical decisions that impact multiple teams, establishing conventions and processes, and managing multiple initiatives simultaneously. Preferred qualifications include the ability to communicate technical issues to non-technical audiences and experience in partnering with product management to develop solutions to business challenges."
2163,Product Manager,PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Product-Manager_R0136649-1,,1,"Product Manager at PayPal in the financial services industry. Required technical skills include experience in e-commerce payment methodologies and data analysis techniques. A minimum of 1 year of relevant experience is required, with a preference for candidates having 3+ years in financial services and 2+ years leading the development of technical products and large-scale platforms. Key responsibilities include leading the payments strategy and collaborating with internal stakeholders to improve payment experiences for customers. The role involves participating in product discovery, acting as a product evangelist, and building analytical product solutions."
2164,"Sr Manager, Network Compliance & Payment Partner Oversight",PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Sr-Manager--Network-Compliance---Payment-Partner-Oversight_R0135018-1,,1,"Senior Manager, Network Compliance & Payment Partner Oversight at PayPal in the financial services industry. Required technical skills include risk management, compliance oversight, and project management. The role requires 8+ years of relevant experience. Key responsibilities involve leading complex projects related to risk management, collaborating with teams to analyze risks impacting operations, and developing strategies for risk mitigation and compliance. The Senior Manager also serves as a compliance advisor to partners and internal stakeholders, ensuring compliance programs are scalable and aligned with regulatory obligations. Preferred qualifications include experience in managing compliance and risk management programs within payment networks and financial institutions."
2165,"Sr Manager, PayPal Credit – Acquisition Strategy & Delivery",PayPal,"London, County London, England, United Kingdom",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/London-County-London-England-United-Kingdom/Manager--Product-Growth_R0136481,,1,"Role title: Senior Manager, PayPal Credit – Acquisition Strategy & Delivery  
Company: PayPal  
Industry: Financial Technology  

Required technical skills: Strategic partnership development, commercial strategy, cross-functional execution, market analysis, negotiation skills.  
Years of experience required: Not specified, but senior-level experience implied.  

Key responsibilities include driving revenue growth and market expansion by identifying strategic partnerships and leading negotiations with external partners. The role also involves shaping long-term commercial strategy through market dynamics assessment and establishing scalable partnership frameworks.  

Preferred qualifications include experience in product management and collaboration with cross-functional teams such as Product, Design, and Research to align business priorities with technical solutions."
2166,Staff Software Engineer,PayPal,"San Jose, California, United States of America",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/San-Jose-California-United-States-of-America/Staff-Software-Engineer_R0134048-1,,1,"Staff Software Engineer at PayPal in the financial technology industry. Required technical skills include proficiency in software engineering principles, experience with system architecture, and familiarity with payment processing systems. A minimum of 5 years of relevant experience is required. Key responsibilities involve acting as a project leader, coordinating engineering activities, determining technical tasks, and improving existing structures and processes. The role also includes making technical decisions and collaborating with management to set engineering standards. Preferred qualifications include a Bachelor’s degree or equivalent experience, and a passion for creating user-friendly payment solutions."
2167,"Sr SWE, Fraud Science Data Platform",PayPal,"Dublin, County Dublin, Ireland",,https://paypal.wd1.myworkdayjobs.com/en-US/jobs/job/Dublin-County-Dublin-Ireland/Sr-SWE--Fraud-Science-Data-Platform_R0133615-1,,1,"Role title: Senior Software Engineer, Fraud Science Data Platform. Company name: PayPal, industry: Fintech. Required technical skills: experience with data platforms, machine learning, Python, SQL, and big data technologies. Years of experience required: 5+ years. Key responsibilities include designing and implementing scalable data solutions for fraud detection and developing machine learning models to enhance fraud prevention capabilities. Preferred qualifications: experience with cloud platforms such as AWS or Azure, and familiarity with data visualization tools."
13556,Mid-Market Sales Engineer – Cyber Security,Accenture,"Madrid, Castellana 85",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Madrid-Castellana-85/Mid-Market-Sales-Engineer---Cyber-Security_R00338032-1,,1,"Mid-Market Sales Engineer – Cyber Security at Accenture in the Cyber Security industry. Required technical skills include experience in cyber pre-sales, architecture, or solutioning, with strong technical depth across security domains such as SOC, IAM, Cloud, and Zero Trust. The role requires a minimum of 3-5 years of experience. Key responsibilities involve leading technical pre-sales and solution design, delivering demos, workshops, and proof-of-concepts, and bridging sales and delivery teams. Preferred qualifications include the ability to engage both technical and executive audiences and a pathway to Principal or Architect leadership roles."
13557,Mid-Market Sales Engineer – Cyber Security,Accenture,"Roma, Palazzo Marignoli",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Roma-Palazzo-Marignoli/Mid-Market-Sales-Engineer---Cyber-Security_R00338002,,1,"Mid-Market Sales Engineer – Cyber Security at Accenture in the Cyber Security industry. Required technical skills include experience in cyber pre-sales, architecture, or solutioning, with strong technical depth across security domains such as SOC, IAM, Cloud, and Zero Trust. The role requires a minimum of several years of relevant experience. Key responsibilities involve leading technical pre-sales and solution design, delivering demos, workshops, and proof-of-concepts, and bridging sales and delivery teams. Preferred qualifications include the ability to engage both technical and executive audiences."
13558,Mid-Market Lead Qualification Specialist – Cyber Security,Accenture,"Roma, Palazzo Marignoli",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Roma-Palazzo-Marignoli/Mid-Market-Lead-Qualification-Specialist---Cyber-Security_R00337965,,1,"Mid-Market Lead Qualification Specialist – Cyber Security at Accenture in the Cyber Security industry. Required skills include experience in B2B sales development or lead generation specifically within the cyber security domain, and familiarity with qualification frameworks such as BANT and MEDDIC. The role requires managing high-volume pipelines and maintaining CRM data. Candidates should have demonstrated experience in engaging with CISOs, IT leaders, and business stakeholders. The position is aimed at individuals with a strong background in sales development, ideally with a focus on cyber security. Key responsibilities include generating and qualifying new business opportunities and supporting sales teams with proposals and coordination. Preferred qualifications include consultative selling skills and the ability to work across multiple industries."
13559,Mid-Market Lead Qualification Specialist – Cyber Security,Accenture,"Barcelona, La Rotonda",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Barcelona-La-Rotonda/Mid-Market-Lead-Qualification-Specialist---Cyber-Security_R00337962,,1,"Mid-Market Lead Qualification Specialist – Cyber Security at Accenture in the Cyber Security industry. Required technical skills include experience in B2B sales development or lead generation specifically within the cyber security domain. Candidates should have strong qualification skills and familiarity with frameworks like BANT and MEDDIC. The role requires managing high-volume pipelines and maintaining CRM data. Key responsibilities involve generating and qualifying new business opportunities, leading discovery conversations, and engaging with CISOs and IT leaders. Preferred qualifications include a demonstrated ability to support sales teams with proposals and coordination."
13560,Buyside Contracting Counsel Associate Manager,Accenture,Bucharest,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Bucharest/Buyside-Contracting-Counsel-Associate-Manager_R00337232,,1,"Role title: Buyside Contracting Counsel Associate Manager  
Company name: Accenture  
Industry: Professional Services  

Required technical skills: Legal expertise in contract drafting, reviewing, and negotiation; knowledge of procurement processes; familiarity with compliance related to Data Privacy, Information Security, and Anti-Corruption Laws.  
Years of experience required: Not specified, but relevant legal experience is implied.  

Key responsibilities: Provide comprehensive legal support to Procurement and Business teams, including drafting and negotiating contracts and NDAs. Develop and standardize contract templates and procedures for complex buyside deals, ensuring compliance with applicable laws and company policies.  

Preferred qualifications: Specialized subject-matter expertise in buyside contracting and experience in managing legal teams and processes."
13561,Mid-Market Sales Account Executive – Cyber Security,Accenture,"Barcelona, La Rotonda",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Barcelona-La-Rotonda/Mid-Market-Sales-Account-Executive---Cyber-Security_R00337677,,1,"Mid-Market Sales Account Executive – Cyber Security at Accenture in the professional services industry. Required technical skills include experience in cyber security sales and business development, with a proven track record of closing complex, high-value deals. Candidates should have a strong executive presence and commercial acumen. The role requires demonstrated experience in engaging senior stakeholders such as CISO, CIO, and Board-level executives, leading complex end-to-end cyber sales cycles, and structuring and negotiating multi-tower deals. Preferred qualifications include a background in selling full-scale transformation solutions. The position is aimed at candidates with a significant focus on revenue and ACV targets, and it offers opportunities for career acceleration within a high-priority growth initiative."
13562,AI Engineer - Global Strategy Consultant,Accenture,London,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/London/Global-S-C-ATIOS-Strategy-Consultant_R00333207,,1,"AI Engineer - Global Strategy Consultant at Accenture in the professional services industry. Required technical skills include strong quantitative analysis, artificial intelligence (AI), cloud-hosted services, desktop applications (including Electron), APIs, and CI/CD practices. A minimum of 3 years of experience is required. Key responsibilities involve transforming quantitative prototypes into reusable tools and services, ensuring enterprise hardening in productization, and making architectural decisions across large language models and hybrid systems. Preferred qualifications include a Bachelor's degree in computer science, engineering, mathematics, physics, economics, or a related field."
13563,Data and AI Engineer - Junior,Accenture,Ebene,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Ebene/Data-and-AI-Engineer---Junior_R00332685,,1,"Data and AI Engineer - Junior at Accenture in the technology industry. Required skills include basic programming in Python and SQL, understanding of data structures, basic machine learning concepts, and an interest in cloud and data technologies. A degree in Computer Science, Data Science, AI, or a related field is required. The role requires a recent university graduate with a strong eagerness to learn and grow in AI/data engineering. Key responsibilities involve collecting, cleaning, and transforming data, supporting the development of data pipelines, dashboards, and AI/ML models, and writing clean, maintainable code. Preferred qualifications include experience with tools such as Git, Jupyter Notebooks, Power BI, Tableau, Java, Spark, Databricks, TensorFlow, PyTorch, or scikit-learn, as well as a basic understanding of data visualization, ETL/ELT processes, and model evaluation."
13564,Trust & Safety Associate (Thai Speaker),Accenture,Kuala Lumpur,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Kuala-Lumpur/Trust---Safety-Associate--Thai-Speaker-_R00337850,,1,"Trust & Safety Associate (Thai Speaker) at Accenture in the professional services industry. Required skills include strong comprehension and communication skills in Thai, attention to detail, critical thinking, and decision-making abilities. Previous experience in business process outsourcing, customer service, or content moderation is a plus. The role requires analyzing and reviewing user-generated content, investigating and resolving reported issues, and staying updated on client policies. Candidates should possess strong emotional resilience and the ability to work in a fast-paced environment with flexible hours."
13565,Trust & Safety Associate (Tagalog Speaker),Accenture,Kuala Lumpur,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Kuala-Lumpur/Trust---Safety-Associate--Tagalog-Speaker-_R00337849,,1,"Trust & Safety Associate (Tagalog Speaker) at Accenture in the professional services industry. Required skills include strong coping and emotional resilience, excellent comprehension and communication skills in Tagalog, attention to detail, critical thinking, and decision-making abilities. Previous experience in business process outsourcing, customer service, or content moderation is a plus. Key responsibilities involve reviewing, classifying, and removing online content according to client guidelines, investigating and resolving complex content issues, and participating in process improvement initiatives. Candidates should be comfortable engaging with sensitive topics and able to work flexible hours in a fast-paced environment."
13566,Sales Excellence – Bid Management Specialist,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Sales-Excellence---Bid-Management-Specialist_R00326464,,1,"Sales Excellence – Bid Management Specialist at Accenture in the professional services industry. Required skills include strong leadership, people management, communication, and team building abilities. A minimum of 2 years of experience in bid management or a similar role is required, along with fluency in English. Key responsibilities involve managing deal teams throughout the bid lifecycle, organizing win strategy sessions, developing compelling bids, and coordinating proposal submissions. Preferred qualifications include experience with sales enablement, negotiations, pipeline management, and familiarity with outsourcing, system integration, and technology trends such as Cloud and Security."
13567,Academia Java CDMX,Accenture,Mexico City,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Mexico-City/Academia-Java-CDMX_R00337795,,1,"Role title: Academia Java  
Company: Accenture  
Industry: Professional Services  

Required technical skills: Java, JavaScript, SQL, NoSQL, REST, Spring, Maven  
Years of experience required: Not specified, but projects or freelance work in relevant technologies are acceptable.  

Key responsibilities: Participate in a Java academy, engaging in projects that enhance skills in Java and related technologies.  

Preferred qualifications: Intermediate English proficiency is desirable; candidates must be recent graduates in engineering or a related technical field and must reside in Mexico City or the State of Mexico. Full-time availability and immediate start are required."
13568,Strategic Growth Init Counsel,Accenture,"Sao Paulo, Torre Paineira",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Sao-Paulo-Torre-Paineira/Strategic-Growth-Init-Counsel_R00330372,,1,"Role title: Strategic Growth Init Counsel, Company: Accenture, Industry: Consulting and Technology. Required technical skills: Legal expertise in software, SaaS, technology, data, and artificial intelligence; fluency in English. Years of experience required: Minimum of 5 years in a corporate or law firm environment. Key responsibilities: Support the AI and Data business team by conducting legal assessments of new products before market launch, and act as product counsel with a focus on AI, data, and technology. Collaborate with global legal teams on various legal areas including Intellectual Property and Regulatory. Preferred qualifications: Experience with software contracts, SaaS, and AI solutions; knowledge of regulatory frameworks related to technology and AI; experience in global, multifunctional environments; strong business acumen and comfort in ambiguous contexts."
13569,Analista Financeiro Sênior,Accenture,"Nova Lima, Shopping Alta Vila",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Nova-Lima-Shopping-Alta-Vila/Analista-Financeiro-Snior_R00323168,,1,"Analista Financeiro Sênior at Accenture in the professional services industry. Required technical skills include SAP (MM/FI), advanced Excel, Word, PowerPoint, and Oracle. The role requires 6 to 8 years of experience in finance. Key responsibilities involve executing and supporting complex Procure to Pay (PTP) processes, managing indirect tax processes, identifying payment process deviations, and conducting financial data analysis for compliance and audits. A complete degree in a related field is necessary, and proficiency in English or Spanish is a preferred qualification."
13570,Finance Insights Advisor,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Finance-Insights-Advisor_R00337660,,1,"Finance Insights Advisor at Accenture in the finance industry requires 10–12 years of experience in Finance, preferably within enterprise-scale data environments. Key technical skills include proficiency in data visualization tools, particularly Power BI, and a strong understanding of AI, automation, and emerging technologies. Responsibilities involve partnering with finance leadership to deliver impactful financial insights, developing clear financial narratives, and translating business needs into actionable requirements for applications and AI use cases. The role demands strong analytical thinking, attention to detail, and the ability to operate independently in fast-paced environments. Preferred qualifications include expertise in Power BI and experience with SAP Finance modules or similar enterprise platforms."
13571,Finance Function & AI Architect,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Finance-Function---AI-Architect_R00337682,,1,"Finance Function & AI Architect, Accenture, Buenos Aires. Required technical skills include strong proficiency in TypeScript, modern JavaScript (ES6+), Node.js, RESTful APIs, SQL, and relational databases. Experience with frontend frameworks, preferably React, and data visualization libraries like D3.js is essential. The role requires 2-3 years of software development experience. Key responsibilities involve architecting and developing web platforms for Finance data, designing integration across GCP, AWS, Azure, and implementing AI layers for Finance use cases. Preferred qualifications include experience with Power BI Embedded, Python for data processing, and familiarity with agile development environments."
13572,"Specialist, Agent Suite Solutions Operations",Mastercard,"Toronto, Canada",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Toronto-Canada/Senior-Specialist---Agent-Suite-Solutions-Operations_R-277011-1,,1,"Role title: Specialist, Agent Suite Solutions Operations at Mastercard, a company in the digital payments industry. Required technical skills include program management, experience with AI technologies, and familiarity with governance frameworks. A minimum of 5 years of experience is required. Key responsibilities involve shaping governance frameworks for scalability and compliance, partnering with stakeholders to enhance the Agent Suite ecosystem, and resolving operational challenges through collaboration. The ideal candidate should demonstrate strong collaboration skills across diverse groups and a proactive approach to advancing transformative technologies. Preferred qualifications include experience in automation and system design to streamline operational processes."
13573,"Senior Analyst, Legal Compliance Advisory",Mastercard,"Peterborough, England",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Peterborough-England/Senior-Analyst--Legal-Compliance-Advisory_R-280863-1,,1,"Senior Analyst, Legal Compliance Advisory at Mastercard in the financial services industry. Required technical skills include strong knowledge of AML, Sanctions, Conduct, and Consumer Protection regulations, along with proficiency in compliance management tools and software. A bachelor's degree in law, Finance, Business, or a related field is required, along with experience in compliance, legal, or regulatory roles. Key responsibilities involve monitoring regulatory developments, advising on compliance implications, supporting audits, and contributing to strategic compliance projects. Preferred qualifications include excellent analytical and advisory skills, and the ability to manage multiple tasks and projects simultaneously."
13574,Senior Database Administrator,Mastercard,"Dublin, Ireland",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Dublin-Ireland/Senior-Platform-Engineer_R-277518,,1,"Senior Database Administrator at Mastercard in the payments industry. Required technical skills include advanced experience in configuring, patching, upgrading, and optimizing database software, as well as expertise in database replication setup and troubleshooting. Candidates should have a strong background in security, backup/recovery, architecture, networking, and administration of database systems. A minimum of 5 years of experience is required. Key responsibilities involve providing administration for production, pre-production, UAT, and development database systems, ensuring a robust and high-performance database environment, and collaborating with technology teams for the development and support of database technologies. Preferred qualifications include experience with IAC automation tools for database builds and maintenance, as well as strong performance tuning skills."
13575,Lead Software Engineer,Mastercard,"Pune, India",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Pune-India/Lead-Software-Engineer_R-280087,,1,"Lead Software Engineer at Mastercard in the financial services industry. Required technical skills include strong expertise in Java (Spring Boot), Angular, microservices, APIs, event-driven architectures, and cloud platforms (PCF, Kubernetes). A minimum of 5 years of experience in system design and distributed systems is required. Key responsibilities involve leading the architecture and system design for large-scale distributed cloud platforms, ensuring scalability, resiliency, and security, as well as mentoring teams and driving engineering standards. Preferred qualifications include experience with AI-powered capabilities, strong understanding of API design, and knowledge of relational databases (Oracle)."
13576,"Senior Specialist, Marketing",Mastercard,"Belgrade, Serbia",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Belgrade-Serbia/Senior-Specialist--Marketing_R-279890,,1,"Senior Specialist, Marketing at Mastercard in the financial services industry. Required technical skills include project management and experience in B2B marketing and communications. A minimum of 5 years of experience in related fields is required. Key responsibilities involve executing sponsorships and marketing campaigns across Serbia and Montenegro, leading end-to-end marketing projects, coordinating with media and creative agencies, and monitoring campaign performance for optimizations. Preferred qualifications include strong organizational skills and the ability to manage multiple projects simultaneously."
13577,Senior AI Engineer,Mastercard,"Dublin, Ireland",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Dublin-Ireland/Senior-AI-Engineer_R-281138-1,,1,"Senior AI Engineer at Mastercard in the payments industry. Required technical skills include hands-on experience with AI and ML systems, software engineering, system design, and distributed systems. Proficiency in building and operating ML/AI services, pipelines, and APIs is essential. Candidates should have a proven track record of productionizing machine learning models at scale and experience with large-scale data platforms and modern ML/AI tooling. A minimum of 5 years of experience in relevant roles is expected. Key responsibilities involve leading the development of AI systems from design to production, collaborating with data scientists to efficiently productionize models, and ensuring AI solutions meet performance and security standards. Preferred qualifications include experience with agent-based or LLM-powered systems, strong problem-solving skills, and the ability to influence technical direction."
13578,Senior Site Reliability Engineer,Mastercard,"Vancouver, Canada",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Vancouver-Canada/Senior-Site-Reliability-Engineer_R-278593-1,,1,"Senior Site Reliability Engineer at Mastercard in the financial services industry. Required technical skills include experience with CI/CD pipelines, automation tools, and system monitoring. Candidates should have at least 5 years of experience in site reliability engineering or a related field. Key responsibilities involve partnering with developers to ensure system availability, performance, and deployment automation, as well as analyzing ITSM activities to provide feedback on operational gaps. Preferred qualifications include a strong background in DevOps practices and experience with risk management and compliance in production environments."
13579,"Director, Account Management, Financial Institutions Partnerships, Canada",Mastercard,"Toronto, Canada",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Toronto-Canada/Director--Account-Management--Financial-Institutions-Partnerships--Canada_R-278155,,1,"Director, Account Management, Financial Institutions Partnerships, Canada at Mastercard in the payments industry. Required technical skills include strategic account management, financial analysis/modeling, and knowledge of consumer payments, marketing, loyalty, and digital capabilities. A minimum of 7 years of experience in enterprise sales and account management is required. Key responsibilities involve providing strategic account management for consumer payments, identifying new business opportunities, and developing detailed business cases to support financial institution initiatives. Preferred qualifications include experience in cross-selling financial products and managing complex customer relationships."
13580,AI Engineer II,Mastercard,"Budapest, Hungary",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Budapest-Hungary/AI-Engineer-II_R-278131,,1,"AI Engineer II at Mastercard in the financial services industry. Required technical skills include Python and SQL. Candidates should have a minimum of 3 years of experience in data engineering or a related field. Key responsibilities involve developing and automating AI and ML models for fraud detection, optimizing ETL processes, and maintaining data workflows in a distributed environment. Preferred qualifications include familiarity with big data platforms, Agile methodologies, and a background in Computer Science, Data Analytics, Mathematics, or Software Engineering."
13581,Creative Director,Mastercard,"Besiktas, Istanbul Turkey",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Besiktas-Istanbul-Turkey/Creative-Director_R-268944,,1,"Creative Director, Senior Level at Mastercard in the financial services industry. Required technical skills include a strong portfolio demonstrating creative leadership, strategic instinct, and experience in modern marketing ecosystems. Minimum 15 years of experience in creative leadership roles within full-service advertising agencies, preferably at the Group Creative Director, Regional Creative Director, or Executive Creative Director level. Key responsibilities include defining and guarding the creative ambition for ACD EEMEA, providing clear direction and feedback on major initiatives, and shaping how ideas are framed and sold to drive business outcomes. Preferred qualifications include experience in finance or financial services, fluency in English, and an advanced degree."
13582,Lead Data Scientist,Mastercard,"London, England (Angel Lane)",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/London-England-Angel-Lane/Lead-Data-Scientist_R-269254-1,,1,"Lead Data Scientist at Mastercard in the financial services industry. Required technical skills include advanced Python programming and familiarity with data science libraries such as pandas, scikit-learn, and networkx. Candidates should have experience developing algorithms and a strong interest in financial crime analytics. A minimum of 5 years of experience in data science or a related field is required. Key responsibilities include performing proof-of-concept projects, designing products, developing novel algorithms for financial crime detection, and collaborating with engineering and operations teams. Preferred qualifications include practical experience with streaming technologies and a proactive approach to learning new programming languages and techniques."
13583,Lead Technical Program Manager,Mastercard,"Dublin, Ireland",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Dublin-Ireland/Lead-Technical-Program-Manager_R-279821,,1,"Lead Technical Program Manager at Mastercard in the financial services industry. Required technical skills include Java, SAFe Agile methodologies, and experience with decision management platforms. A minimum of 5 years of experience in technical program management is required. Key responsibilities involve planning and managing medium to large-sized fraud projects, ensuring they meet business value, scope, cost, schedule, and quality objectives, while overseeing the SAFe Agile process for software delivery. Preferred qualifications include a BS in engineering or computer science, experience in agile delivery models, and a proven track record of data-driven decision-making and continuous improvement methodologies."
13584,"Senior Managing Counsel, Regulatory",Mastercard,"Purchase, New York",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Purchase-New-York/Senior-Managing-Counsel--Regulatory_R-280899-1,,1,"Senior Managing Counsel, Regulatory at Mastercard in the financial services industry. Required qualifications include a JD from a reputable law school and experience with infrastructure, technology, operational resilience, and supplier management. Candidates should have a strong understanding of regulatory frameworks applicable to these areas, along with experience translating complex regulations into operational guidance. A background in a regulatory position within a corporation, law firm, or government context, particularly in payments, banking, or financial services, is essential. Key responsibilities include defining regulatory obligations related to technology and infrastructure, leading global regulatory strategy, and ensuring alignment with regulatory expectations while enabling business growth. Preferred qualifications include the ability to influence executive stakeholders and navigate multi-national organizations effectively."
13585,Senior Platform Engineer,Mastercard,"Dunstable, England (Vocalink)",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Dunstable-England-Vocalink/Senior-Platform-Engineer_R-280670,,1,"Senior Platform Engineer at Mastercard in the financial services industry. Required technical skills include significant experience with Oracle Database Management Systems (DBMS), Oracle Enterprise Manager (OEM), SQL, and basic UNIX or Windows Shell Scripting. The role requires a minimum of several years of experience in database administration, specifically in clustering, disaster recovery, backup and recovery, and performance tuning. Key responsibilities involve troubleshooting database issues, performance monitoring, delivering project work including installations and upgrades, and documenting procedures. Preferred qualifications include Oracle Certified Professional (OCP) certification, team-leading experience, and familiarity with SQL Server and NoSQL DBMSs like REDIS. The position may require out-of-hours and weekend support."
